no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,booking_status
2,0,1,0,0,0,0,0,0,0,1
1,0,0,2,0,167,0,0,0,0,0
2,0,2,0,0,1,0,0,0,0,1
1,0,2,3,0,249,0,0,0,1,1
1,0,1,3,0,75,0,0,0,0,0
2,0,0,1,0,163,0,0,0,2,0
1,0,0,3,0,151,0,0,0,0,1
2,0,1,3,0,34,0,0,0,1,1
2,1,0,3,0,178,0,0,0,1,0
2,0,2,4,0,332,0,0,0,3,1
2,0,0,1,0,56,0,0,0,0,1
2,0,0,2,0,27,0,0,0,0,1
2,0,0,2,0,320,0,0,0,1,0
3,0,2,3,0,19,0,0,0,3,1
2,0,2,3,0,16,0,0,0,0,1
2,0,2,3,0,167,0,0,0,1,1
2,0,0,2,0,165,0,0,0,2,0
2,0,0,1,0,4,1,11,5,1,1
1,0,2,4,0,69,0,0,0,0,0
2,0,0,4,0,270,0,0,0,0,0
2,0,2,1,0,117,0,0,0,0,0
1,0,0,1,0,1,0,0,0,1,1
1,0,1,3,0,12,0,0,0,0,0
2,0,1,2,0,302,0,0,0,0,0
2,0,1,5,0,37,0,0,0,1,1
2,0,1,2,0,79,0,0,0,3,1
2,0,2,3,0,6,0,0,0,0,0
2,0,0,3,1,18,0,0,0,0,1
2,0,1,2,0,193,0,0,0,0,0
2,0,1,2,0,61,0,0,0,0,0
1,2,3,7,0,65,0,0,0,0,0
1,0,0,1,0,1,1,1,2,0,1
3,0,1,4,0,108,0,0,0,2,1
2,0,2,2,0,65,0,0,0,0,1
2,0,1,1,1,132,0,0,0,3,1
2,0,1,3,0,42,0,0,0,0,1
1,0,0,1,0,0,1,1,3,0,1
2,0,1,3,0,75,0,0,0,0,0
2,0,0,3,0,7,0,0,0,1,1
2,0,2,2,0,110,0,0,0,0,0
2,0,2,2,0,1,1,11,20,1,1
2,0,2,2,0,35,0,0,0,1,1
1,0,0,1,0,0,0,0,0,0,1
1,0,0,2,0,164,0,0,0,0,1
2,0,0,2,0,19,0,0,0,2,1
2,0,2,1,0,44,0,0,0,2,1
2,0,2,1,0,138,0,0,0,0,1
2,2,1,1,0,26,0,0,0,0,0
1,0,0,1,0,15,0,0,0,0,1
2,0,0,2,0,8,0,0,0,2,1
2,0,1,3,0,31,0,0,0,0,1
2,0,0,2,0,80,0,0,0,0,0
2,0,2,2,0,35,0,0,0,1,1
2,0,2,2,0,63,0,0,0,0,0
2,0,0,1,0,2,0,0,0,0,1
2,0,2,3,0,96,0,0,0,1,1
2,1,0,1,0,102,0,0,0,2,1
3,0,1,2,0,70,0,0,0,0,1
2,0,1,2,0,162,0,0,0,1,1
1,0,2,1,0,221,0,0,0,0,1
2,0,1,2,0,87,0,0,0,1,1
3,0,2,4,0,31,0,0,0,3,1
2,0,0,3,0,43,0,0,0,1,1
1,0,0,1,0,20,0,0,0,0,0
2,0,0,4,0,167,0,0,0,0,0
2,0,0,1,0,8,0,0,0,1,1
2,0,0,2,0,3,0,0,0,1,1
2,0,1,2,0,107,0,0,0,1,0
2,0,0,1,0,14,0,0,0,0,1
2,0,0,3,0,48,0,0,0,2,1
2,0,0,2,0,10,0,0,0,0,0
3,0,2,3,0,113,0,0,0,2,1
1,0,0,2,0,32,0,0,0,0,1
1,0,1,0,0,26,1,1,1,0,1
2,0,2,3,0,83,0,0,0,0,0
2,0,3,7,1,109,0,0,0,0,1
2,0,2,3,0,106,0,0,0,0,1
1,0,0,3,1,1,1,0,8,1,1
3,0,2,7,0,123,0,0,0,2,0
2,0,1,4,0,142,0,0,0,2,1
1,0,0,2,0,164,0,0,0,0,0
2,0,2,3,0,55,0,0,0,0,1
2,0,0,2,0,23,0,0,0,1,0
1,0,1,5,0,349,0,0,0,0,0
2,0,0,1,0,3,0,0,0,1,1
2,0,1,1,0,61,0,0,0,1,1
2,0,1,2,0,203,0,0,0,0,1
1,0,1,2,0,237,0,0,0,0,0
2,0,1,2,0,121,0,0,0,0,0
2,0,0,2,0,30,0,0,0,0,1
2,2,1,0,0,5,0,0,0,0,1
1,0,1,2,0,227,0,0,0,0,0
2,0,2,5,0,167,0,0,0,1,0
2,0,2,3,0,87,0,0,0,0,1
2,0,2,4,0,123,0,0,0,1,1
1,0,0,1,0,1,0,0,0,0,1
2,0,0,1,0,4,0,0,0,1,1
2,0,0,2,0,346,0,0,0,1,0
1,0,0,1,0,4,1,11,5,1,1
3,0,1,2,0,16,0,0,0,1,1
2,0,1,3,0,210,0,0,0,0,1
1,0,0,2,0,181,0,0,0,0,0
2,0,2,1,0,90,0,0,0,1,1
2,0,1,3,0,40,0,0,0,1,1
2,0,1,2,0,112,0,0,0,0,0
1,0,0,2,0,103,0,0,0,0,0
2,1,2,2,0,168,0,0,0,1,1
2,0,0,4,0,15,0,0,0,2,1
1,0,1,2,0,114,0,0,0,0,0
2,0,0,2,0,377,0,0,0,1,0
2,0,2,2,0,204,0,0,0,1,1
2,0,1,2,0,106,0,0,0,1,0
2,0,2,1,0,102,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,1
2,0,0,3,0,97,0,0,0,1,0
2,0,0,1,0,56,0,0,0,0,1
1,0,1,0,0,0,1,0,6,0,1
2,0,2,0,0,275,0,0,0,0,0
2,0,1,1,0,301,0,0,0,1,0
2,0,1,3,0,48,0,0,0,1,0
2,0,0,2,0,33,0,0,0,0,0
3,0,2,1,1,240,0,0,0,2,0
1,0,0,2,0,7,0,0,0,0,1
2,0,0,4,0,54,0,0,0,0,0
2,0,1,5,0,41,0,0,0,0,1
2,0,2,2,0,16,0,0,0,0,1
1,0,0,1,0,4,0,0,0,0,1
1,0,0,1,0,1,1,0,3,1,1
2,0,2,0,0,53,0,0,0,0,0
2,0,1,5,0,40,0,0,0,1,1
1,0,1,3,0,210,0,0,0,0,1
2,0,2,5,0,123,0,0,0,0,1
2,0,2,3,0,18,0,0,0,1,1
1,0,0,2,0,22,0,0,0,2,1
2,0,1,0,0,33,0,0,0,1,1
1,0,0,1,0,21,0,0,0,1,1
2,0,0,2,1,145,0,0,0,1,1
2,0,0,5,0,116,0,0,0,0,1
2,1,2,1,0,57,0,0,0,2,1
2,0,2,1,0,124,0,0,0,0,0
2,0,1,2,0,305,0,0,0,0,0
2,0,0,2,0,245,0,0,0,0,0
2,0,1,1,0,42,0,0,0,1,1
2,0,2,2,0,134,0,0,0,0,1
2,0,0,5,1,50,0,0,0,1,1
2,0,1,3,0,45,0,0,0,0,1
2,0,0,2,0,165,0,0,0,0,0
2,0,1,5,0,132,0,0,0,0,1
1,0,0,3,0,71,0,0,0,0,1
2,0,1,2,0,159,0,0,0,0,0
1,0,2,3,0,6,0,0,0,1,1
2,0,0,2,0,107,0,0,0,1,1
2,0,2,2,0,62,0,0,0,0,0
2,0,2,2,0,134,0,0,0,1,1
1,0,0,2,0,63,0,0,0,0,0
1,0,0,1,0,1,1,0,1,0,1
2,0,2,4,0,164,0,0,0,0,0
3,0,1,0,0,106,0,0,0,2,0
2,0,1,1,0,231,0,0,0,0,0
2,0,2,1,0,132,0,0,0,0,1
2,0,1,2,0,0,0,0,0,0,0
1,0,0,2,0,4,0,0,0,0,1
1,0,2,1,0,1,0,0,0,0,0
2,0,0,2,0,292,0,0,0,0,0
2,0,2,1,0,131,0,0,0,0,0
2,0,0,3,0,30,0,0,0,1,1
1,0,2,2,0,116,0,0,0,0,0
1,0,1,1,0,118,0,0,0,0,1
2,0,0,1,0,7,1,0,3,0,1
1,0,0,1,0,181,0,0,0,0,0
2,0,0,2,0,308,0,0,0,0,0
2,0,2,1,0,29,0,0,0,1,1
2,0,1,1,1,42,0,0,0,0,1
3,0,0,2,0,116,0,0,0,1,1
1,0,0,1,0,17,0,0,0,0,1
2,0,1,2,0,82,0,0,0,0,1
2,0,1,2,0,49,0,0,0,0,1
2,0,0,5,0,33,0,0,0,1,1
3,0,1,3,0,137,0,0,0,0,0
2,0,0,4,0,126,0,0,0,1,1
1,0,2,6,0,115,0,0,0,0,0
2,0,1,3,0,53,0,0,0,2,1
2,0,0,1,0,3,0,0,0,0,1
2,0,0,2,0,377,0,0,0,1,0
2,0,2,2,0,13,0,0,0,0,1
1,0,0,2,0,0,0,0,0,0,1
1,0,1,0,0,4,0,0,0,0,1
2,1,1,4,0,55,0,0,0,2,0
2,0,0,2,0,40,0,0,0,0,0
2,0,1,5,0,134,0,0,0,0,1
2,0,1,3,0,322,0,0,0,0,0
3,0,0,3,0,50,0,0,0,2,1
2,0,1,0,0,12,0,0,0,0,1
2,2,0,2,0,116,0,0,0,0,0
2,0,2,2,0,229,0,0,0,0,0
3,0,0,3,0,106,0,0,0,2,0
2,0,2,2,0,71,0,0,0,0,1
2,0,0,3,1,46,0,0,0,2,1
3,0,1,2,0,45,0,0,0,0,0
2,0,2,2,0,28,0,0,0,0,1
2,0,1,0,1,4,0,0,0,1,1
2,0,0,3,0,38,0,0,0,1,0
1,0,1,3,0,179,0,0,0,1,1
2,0,0,2,0,346,0,0,0,1,0
2,0,0,2,0,74,0,0,0,0,1
2,0,1,0,0,0,0,0,0,0,1
3,0,1,2,0,186,0,0,0,0,0
1,0,1,0,0,25,0,0,0,2,1
2,1,2,4,1,178,0,0,0,2,0
2,0,0,2,0,79,0,0,0,1,1
2,0,1,3,0,84,0,0,0,1,0
2,0,1,5,0,196,0,0,0,0,1
1,0,2,4,0,69,0,0,0,0,0
2,0,0,2,0,0,0,0,0,0,1
2,0,0,3,0,122,0,0,0,2,1
2,0,0,3,0,27,0,0,0,2,1
2,0,1,2,0,0,0,0,0,0,1
2,0,1,2,0,16,0,0,0,0,1
1,0,0,2,0,75,0,0,0,0,1
2,0,0,2,0,1,1,0,1,0,1
1,0,1,2,0,24,0,0,0,0,1
1,0,1,0,0,0,0,0,0,0,1
2,0,2,2,0,24,0,0,0,0,1
2,0,0,4,0,199,0,0,0,2,0
1,0,0,2,0,107,0,0,0,0,1
2,0,2,1,0,58,0,0,0,1,1
2,0,0,4,0,110,0,0,0,0,1
2,0,0,2,0,107,0,0,0,1,1
2,0,0,4,0,113,0,0,0,3,1
2,1,2,7,0,80,0,0,0,1,1
2,0,0,3,0,250,0,0,0,0,0
2,2,1,2,0,64,0,0,0,2,1
3,0,1,1,0,1,0,0,0,1,1
1,0,2,2,0,116,0,0,0,0,0
2,1,2,2,0,13,0,0,0,2,1
2,0,0,2,1,1,0,0,0,0,1
2,0,1,2,0,133,0,0,0,0,0
2,0,0,1,0,4,1,2,7,1,1
2,0,1,2,0,121,0,0,0,0,0
2,0,2,3,0,41,0,0,0,1,1
2,0,2,1,0,110,0,0,0,0,0
2,0,0,1,0,2,0,0,0,1,1
2,0,2,3,0,54,0,0,0,1,1
2,0,0,1,1,2,0,0,0,1,1
2,1,0,2,0,86,0,0,0,1,0
2,0,0,1,1,97,0,0,0,1,1
2,0,0,1,0,91,0,0,0,0,1
2,0,2,1,0,20,0,0,0,1,1
2,0,0,3,0,213,0,0,0,0,0
2,0,1,2,0,33,0,0,0,0,0
2,0,0,3,0,44,0,0,0,0,1
3,0,0,1,0,83,0,0,0,2,1
2,0,1,3,0,105,0,0,0,1,1
2,0,0,3,1,0,0,0,0,2,1
2,0,1,0,0,286,0,0,0,0,0
2,0,1,0,0,12,1,1,0,0,1
1,0,1,0,0,180,0,0,0,1,1
2,0,0,1,0,104,0,0,0,0,0
1,0,0,2,0,15,0,0,0,1,1
3,0,2,1,0,107,0,0,0,2,1
2,0,2,5,0,179,0,0,0,0,1
1,0,1,0,0,6,0,0,0,1,1
3,0,0,2,1,54,0,0,0,1,1
2,0,0,2,0,74,0,0,0,0,1
2,0,1,3,0,82,0,0,0,1,1
2,0,0,3,0,433,0,0,0,0,0
2,1,1,1,0,19,0,0,0,1,1
2,0,0,2,0,52,0,0,0,1,0
1,0,0,1,0,1,0,0,0,2,1
2,0,1,2,0,189,0,0,0,0,0
1,0,0,1,0,12,1,2,8,0,1
2,0,1,1,0,99,0,0,0,0,0
2,0,0,4,0,167,0,0,0,0,0
2,0,2,5,0,25,0,0,0,1,1
2,0,0,3,0,150,0,0,0,1,1
2,0,1,0,0,1,0,0,0,1,1
2,0,0,2,0,5,0,0,0,1,1
2,0,0,2,0,102,0,0,0,0,0
1,0,0,1,0,8,0,0,0,0,1
2,0,1,0,0,50,0,0,0,2,1
2,0,0,3,0,279,0,0,0,0,0
2,0,2,3,0,151,0,0,0,2,1
1,0,0,2,0,12,0,0,0,0,1
2,0,2,2,0,78,0,0,0,0,0
2,0,0,3,0,213,0,0,0,0,0
2,0,2,1,0,57,0,0,0,1,1
1,0,1,2,0,4,0,0,0,2,1
2,0,0,1,0,47,0,0,0,0,1
2,0,0,2,0,3,0,0,0,0,1
2,0,0,2,0,2,0,0,0,2,1
2,0,0,3,0,43,0,0,0,0,1
2,0,0,1,1,1,0,0,0,0,1
1,0,0,3,0,7,0,0,0,0,1
2,0,1,2,0,6,0,0,0,2,1
2,1,2,4,0,35,0,0,0,2,1
2,0,1,1,0,11,0,0,0,1,1
1,0,2,1,0,1,0,0,0,0,0
2,0,0,2,0,129,0,0,0,1,1
1,0,1,0,0,6,0,0,0,1,0
1,0,0,2,0,64,0,0,0,0,1
2,0,0,1,0,170,0,0,0,1,1
2,0,1,5,0,98,0,0,0,2,1
1,0,0,2,0,223,0,0,0,0,1
2,0,0,2,0,39,0,0,0,0,1
2,0,2,4,0,158,0,0,0,0,0
2,0,1,2,0,10,0,0,0,1,1
3,0,1,2,0,59,0,0,0,0,1
2,0,1,2,0,90,0,0,0,0,1
2,0,3,5,0,21,0,0,0,0,1
2,0,0,1,0,2,1,3,3,1,1
1,0,1,0,0,57,0,0,0,0,0
2,0,1,1,0,16,0,0,0,1,1
2,0,0,2,0,14,0,0,0,0,0
3,0,0,2,0,69,0,0,0,0,1
2,0,0,1,0,4,0,0,0,1,1
2,0,1,2,0,267,0,0,0,0,0
1,0,1,0,0,34,0,0,0,1,1
2,0,2,2,0,11,0,0,0,1,1
2,0,1,2,0,133,0,0,0,1,1
2,0,0,4,0,88,0,0,0,0,0
2,0,2,0,0,18,0,0,0,0,0
2,0,0,3,0,101,0,0,0,0,0
1,0,0,1,0,8,0,0,0,0,1
2,0,0,4,0,186,0,0,0,0,0
2,0,1,2,0,16,0,0,0,0,1
3,0,2,3,0,27,0,0,0,1,1
2,0,0,2,0,102,0,0,0,0,0
2,2,0,3,1,122,0,0,0,2,1
1,1,2,5,0,209,0,0,0,0,0
2,0,1,4,0,113,0,0,0,0,0
2,1,0,2,0,5,0,0,0,0,1
2,0,2,3,0,66,0,0,0,0,1
1,0,2,3,0,22,0,0,0,0,1
2,0,2,4,0,67,0,0,0,0,1
2,0,1,4,0,142,0,0,0,1,1
2,0,2,2,0,70,0,0,0,0,1
1,0,1,1,0,3,0,0,0,1,1
2,0,1,2,0,62,0,0,0,0,1
2,0,2,3,0,24,0,0,0,0,1
3,0,0,4,0,41,0,0,0,0,0
2,0,1,2,0,309,0,0,0,0,0
2,0,2,5,0,47,0,0,0,0,1
2,0,0,2,0,39,0,0,0,0,1
2,0,1,2,0,65,0,0,0,1,1
2,0,1,3,0,216,0,0,0,1,1
1,0,0,3,0,19,1,1,0,0,1
2,0,2,5,0,141,0,0,0,3,1
2,0,2,2,0,60,0,0,0,0,0
2,0,0,4,0,7,0,0,0,1,1
2,0,2,3,0,49,0,0,0,1,0
2,0,0,1,0,28,0,0,0,2,1
2,2,1,2,0,4,0,0,0,1,1
1,0,0,2,0,57,0,0,0,0,1
2,0,2,1,0,15,0,0,0,0,1
3,0,1,3,0,72,0,0,0,0,0
2,0,0,2,0,74,0,0,0,0,1
3,0,2,1,0,129,0,0,0,2,0
1,0,1,0,0,21,0,0,0,1,1
2,0,2,2,0,37,0,0,0,1,1
2,0,0,4,0,120,0,0,0,0,1
2,0,2,3,0,359,0,0,0,1,0
2,0,1,1,0,88,0,0,0,0,1
3,0,0,2,0,1,0,0,0,1,1
2,0,0,4,0,201,0,0,0,3,1
3,0,1,0,0,94,0,0,0,0,0
1,0,0,2,0,32,0,0,0,0,1
2,0,0,1,0,42,0,0,0,1,1
2,0,0,3,0,69,0,0,0,0,0
2,0,2,2,0,5,0,0,0,0,1
2,0,2,3,0,89,0,0,0,3,1
2,0,2,5,0,258,0,0,0,0,0
3,0,1,2,0,57,0,0,0,2,1
2,0,1,2,0,302,0,0,0,0,0
2,0,2,5,0,27,0,0,0,0,1
2,0,0,3,0,271,0,0,0,1,0
2,2,1,1,0,8,0,0,0,0,1
2,0,0,1,0,107,0,0,0,1,1
2,0,2,0,0,1,0,0,0,0,1
1,0,0,2,0,14,0,0,0,0,1
2,0,0,2,0,69,0,0,0,0,1
2,0,1,0,0,13,0,0,0,1,1
2,0,2,3,0,51,0,0,0,1,1
1,0,2,1,0,139,0,0,0,0,0
2,0,0,2,0,63,0,0,0,0,1
1,0,1,1,0,4,0,0,0,2,1
1,0,0,2,0,0,0,0,0,0,1
2,0,0,1,0,45,0,0,0,2,1
2,0,2,0,0,39,0,0,0,0,0
1,0,0,3,0,31,0,0,0,0,1
1,0,0,2,0,111,0,0,0,1,1
2,0,2,1,0,119,0,0,0,3,1
2,0,0,3,0,146,0,0,0,0,1
2,0,2,3,0,79,0,0,0,1,1
1,0,0,1,0,8,0,0,0,0,1
1,0,0,2,0,9,0,0,0,1,1
2,0,0,2,0,14,0,0,0,0,1
2,0,1,3,0,45,0,0,0,1,1
2,0,0,1,0,208,0,0,0,1,0
2,0,2,1,0,208,0,0,0,0,0
3,0,0,1,1,5,0,0,0,3,1
2,0,2,3,0,79,0,0,0,1,0
2,0,1,2,0,267,0,0,0,0,0
2,0,1,3,0,3,0,0,0,1,1
2,0,2,2,0,70,0,0,0,1,1
2,0,2,2,0,4,0,0,0,0,0
1,0,2,2,0,38,0,0,0,1,1
2,0,0,1,0,14,0,0,0,0,1
1,0,1,1,0,12,0,0,0,0,1
2,1,0,1,0,39,0,0,0,1,1
2,0,1,2,0,101,0,0,0,0,0
3,0,0,2,0,127,0,0,0,3,1
1,0,0,2,0,102,0,0,0,0,0
2,0,0,2,0,317,0,0,0,0,0
2,0,0,2,0,18,0,0,0,2,1
1,0,0,2,0,14,0,0,0,0,1
0,2,0,2,0,61,0,0,0,0,1
1,0,1,0,0,32,0,0,0,1,0
2,0,0,2,0,18,0,0,0,0,0
3,0,2,4,0,60,0,0,0,1,1
1,0,0,1,0,1,0,0,0,1,1
2,1,0,2,1,12,0,0,0,3,1
1,0,1,2,0,19,0,0,0,1,1
1,0,0,2,0,63,0,0,0,0,1
2,0,1,3,0,210,0,0,0,0,1
1,0,1,2,0,4,0,0,0,1,1
3,0,1,5,0,54,0,0,0,2,1
2,0,1,1,0,66,0,0,0,0,1
2,0,0,3,0,99,0,0,0,1,1
2,0,1,2,0,98,0,0,0,0,1
2,0,0,4,0,133,0,0,0,0,0
2,0,1,3,0,24,0,0,0,0,1
2,0,0,1,0,11,0,0,0,0,1
2,0,1,1,0,0,0,0,0,0,0
2,0,0,1,0,5,0,0,0,2,1
2,0,2,1,0,221,0,0,0,0,1
1,0,0,2,0,2,0,0,0,1,0
2,0,1,1,0,220,0,0,0,1,1
2,2,0,2,0,113,0,0,0,1,1
1,0,0,2,0,64,0,0,0,0,1
2,0,1,3,0,90,0,0,0,1,1
2,0,1,1,0,8,0,0,0,0,1
2,0,1,2,0,309,0,0,0,0,1
2,2,0,2,1,52,0,0,0,2,1
1,0,0,2,0,151,0,0,0,0,1
2,0,0,2,0,377,0,0,0,1,0
2,0,0,1,0,56,0,0,0,0,1
2,0,0,1,0,26,0,0,0,1,1
3,0,0,1,0,9,0,0,0,3,1
2,0,0,3,0,74,0,0,0,0,0
1,0,0,1,0,36,0,0,0,0,1
2,0,1,4,0,66,0,0,0,1,1
2,0,2,3,0,61,0,0,0,0,1
2,1,2,2,0,39,0,0,0,1,1
1,0,1,1,0,10,0,0,0,2,1
2,0,0,1,0,0,0,0,0,0,1
2,0,0,2,0,119,0,0,0,0,1
1,0,0,1,0,36,0,0,0,2,1
1,0,0,1,0,12,0,0,0,0,0
2,0,0,3,0,279,0,0,0,0,0
2,0,1,5,0,13,0,0,0,2,1
2,0,2,3,0,108,0,0,0,1,1
2,0,0,3,0,6,0,0,0,1,1
1,0,0,2,0,3,0,0,0,2,1
2,0,0,3,0,44,0,0,0,0,1
1,0,1,0,1,4,1,0,4,1,1
1,0,2,1,0,30,0,0,0,0,0
2,0,1,2,0,37,0,0,0,0,1
2,0,1,3,0,53,0,0,0,4,1
1,0,0,1,0,0,1,0,2,0,1
1,0,0,2,0,12,1,0,3,0,1
2,0,1,3,0,110,0,0,0,0,0
1,0,2,2,0,163,0,0,0,0,0
2,0,0,4,0,33,0,0,0,1,0
2,0,1,4,0,117,0,0,0,0,0
2,2,2,3,0,66,0,0,0,3,1
1,0,0,2,0,28,0,0,0,0,1
2,0,1,2,0,62,0,0,0,2,1
2,2,0,3,0,43,0,0,0,1,1
2,0,0,3,0,1,0,0,0,0,1
1,0,0,2,0,85,0,0,0,0,1
2,2,1,1,0,11,0,0,0,2,1
2,0,0,2,0,5,0,0,0,1,1
2,0,2,2,0,3,0,0,0,0,1
2,0,0,4,0,110,0,0,0,0,1
2,0,0,1,0,31,0,0,0,1,1
2,0,2,4,0,1,0,0,0,0,1
1,0,2,1,0,4,0,0,0,0,1
2,0,2,5,0,101,0,0,0,2,1
1,0,2,0,0,5,0,0,0,0,1
1,0,0,3,0,166,0,0,0,0,0
2,0,2,3,0,192,0,0,0,0,0
1,0,0,3,0,88,0,0,0,0,1
1,0,2,1,0,29,0,0,0,1,1
2,0,1,2,0,57,0,0,0,1,0
2,0,0,2,0,257,0,0,0,0,0
2,0,2,2,0,5,0,0,0,0,1
2,0,2,7,0,14,0,0,0,0,1
3,0,2,5,0,140,0,0,0,0,1
2,0,1,1,0,32,0,0,0,2,1
1,0,1,3,0,127,0,0,0,0,1
2,0,0,3,0,314,0,0,0,0,0
0,2,1,1,0,14,0,0,0,1,1
2,0,0,2,0,2,0,0,0,2,1
1,0,0,2,0,192,0,0,0,0,1
2,0,2,2,0,46,0,0,0,0,1
2,0,1,2,0,59,0,0,0,1,1
2,0,0,3,0,162,0,0,0,1,0
2,0,0,2,0,27,0,0,0,1,1
2,0,2,1,0,1,0,0,0,0,1
1,0,0,3,0,37,0,0,0,0,1
2,0,2,2,0,81,0,0,0,0,0
2,0,0,2,0,27,0,0,0,2,1
2,0,1,1,0,267,0,0,0,0,0
2,0,1,2,0,86,0,0,0,2,1
3,0,0,1,0,49,0,0,0,0,0
2,0,0,2,0,73,0,0,0,1,1
1,0,0,1,0,5,0,0,0,0,0
2,1,0,2,0,6,0,0,0,2,1
1,0,2,1,0,116,0,0,0,0,0
2,0,0,2,0,86,0,0,0,0,1
1,0,1,2,0,11,0,0,0,0,0
2,0,1,2,0,40,0,0,0,1,1
2,0,2,2,0,157,0,0,0,0,0
2,0,0,2,0,17,0,0,0,0,1
2,0,0,3,0,23,0,0,0,1,1
2,0,0,1,0,105,0,0,0,0,0
2,0,0,5,0,142,0,0,0,0,0
1,0,0,4,0,38,0,0,0,3,1
2,0,1,3,0,322,0,0,0,0,0
2,0,0,3,0,218,0,0,0,1,0
3,0,0,3,0,113,0,0,0,1,1
2,0,2,3,0,190,0,0,0,0,1
1,0,1,1,0,85,0,0,0,0,1
2,0,0,1,0,1,0,0,0,1,1
2,0,2,5,0,97,0,0,0,0,0
2,0,2,2,0,99,0,0,0,2,1
2,0,2,2,0,236,0,0,0,0,1
1,0,0,3,0,63,0,0,0,1,0
1,0,2,4,0,245,0,0,0,0,0
2,0,1,3,0,134,0,0,0,2,0
1,0,0,2,0,167,0,0,0,0,0
1,0,0,3,0,166,0,0,0,0,0
2,0,2,3,0,151,0,0,0,2,1
2,0,2,0,0,75,0,0,0,0,0
2,0,1,2,0,76,0,0,0,2,1
2,0,0,2,0,124,0,0,0,0,1
1,0,0,1,0,8,0,0,0,1,1
2,0,0,2,0,53,0,0,0,1,1
2,0,0,2,0,22,0,0,0,0,1
2,0,0,2,0,77,0,0,0,1,1
2,0,1,4,0,240,0,0,0,0,0
2,0,1,0,0,258,0,0,0,0,0
3,0,0,3,0,14,0,0,0,1,1
2,0,0,2,0,161,0,0,0,3,1
1,0,0,4,0,323,0,0,0,0,1
2,0,1,3,0,189,0,0,0,0,1
2,0,0,2,0,10,0,0,0,0,0
2,0,2,3,0,22,0,0,0,0,0
1,0,2,5,0,14,0,0,0,0,1
2,0,2,2,0,229,0,0,0,0,0
2,0,0,2,0,5,0,0,0,3,1
1,0,0,1,0,14,0,0,0,0,1
2,0,2,1,0,98,0,0,0,2,1
1,0,1,1,0,45,0,0,0,0,0
2,0,2,2,0,282,0,0,0,1,0
2,0,4,9,0,10,0,0,0,0,1
2,0,1,2,0,161,0,0,0,0,0
2,2,0,1,0,4,0,0,0,1,1
1,0,0,1,0,2,0,0,0,1,1
2,0,0,3,0,68,0,0,0,1,1
3,0,0,4,0,106,0,0,0,0,0
2,0,0,2,0,55,0,0,0,0,1
1,0,0,1,0,48,0,0,0,0,1
1,0,0,1,0,58,0,0,0,2,1
2,0,0,2,0,239,0,0,0,1,0
2,0,0,3,0,166,0,0,0,2,1
2,0,0,1,0,443,0,0,0,0,0
1,0,0,2,0,63,0,0,0,0,1
2,1,0,2,0,42,0,0,0,1,1
2,0,2,1,0,89,0,0,0,0,1
2,0,1,0,0,9,0,0,0,1,1
2,0,0,1,0,443,0,0,0,0,0
2,0,0,5,0,63,0,0,0,3,1
2,0,2,5,0,96,0,0,0,0,0
1,0,0,3,0,16,0,0,0,0,1
2,0,0,3,0,11,0,0,0,0,0
2,0,0,2,0,79,0,0,0,2,1
2,1,0,1,0,50,0,0,0,2,1
1,0,0,2,0,1,1,0,10,0,1
2,0,1,1,0,2,0,0,0,0,1
2,0,2,2,0,47,0,0,0,1,1
2,1,0,2,0,90,0,0,0,1,0
2,0,0,3,0,197,0,0,0,1,0
2,0,1,3,0,285,0,0,0,0,0
2,0,0,2,0,320,0,0,0,1,0
2,0,0,3,0,106,0,0,0,0,1
2,2,0,2,0,2,0,0,0,2,1
2,0,0,2,0,15,0,0,0,0,0
2,0,0,1,0,184,0,0,0,1,0
2,0,0,3,0,76,0,0,0,1,1
2,0,0,2,0,112,0,0,0,1,1
2,0,0,3,0,130,0,0,0,2,1
2,0,1,1,0,45,0,0,0,0,0
1,0,2,3,0,13,0,0,0,0,1
1,0,0,2,0,102,0,0,0,0,0
1,0,0,3,0,113,0,0,0,0,0
2,0,1,3,0,155,0,0,0,1,1
1,0,1,0,0,45,1,1,4,0,0
2,0,0,4,0,270,0,0,0,0,0
1,0,1,2,0,118,0,0,0,0,1
2,0,0,1,0,72,0,0,0,0,0
1,0,0,3,0,13,0,0,0,0,1
3,0,0,1,0,34,0,0,0,0,0
2,0,0,2,0,102,0,0,0,0,1
1,0,0,1,0,75,1,1,6,0,1
2,0,2,1,0,180,0,0,0,0,0
2,0,0,1,0,1,0,0,0,2,1
2,0,1,2,0,119,0,0,0,1,1
1,0,0,2,0,6,0,0,0,0,1
2,0,2,5,0,5,0,0,0,1,1
1,0,2,0,0,4,0,0,0,0,1
2,0,1,2,0,107,0,0,0,1,1
2,0,0,4,0,100,0,0,0,1,1
2,0,1,1,0,93,0,0,0,1,1
2,0,2,1,0,40,0,0,0,0,1
2,0,0,1,0,83,0,0,0,0,1
2,0,0,3,0,15,0,0,0,2,1
2,0,2,5,0,121,0,0,0,1,1
1,0,0,2,0,56,0,0,0,0,1
2,0,0,2,0,26,0,0,0,0,0
2,0,1,3,0,60,0,0,0,1,1
