Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km)
2.0,4,8.5,6.4,7.6,175
2.0,4,9.5,7.0,8.4,193
2.5,4,9.0,6.5,7.9,182
2.5,4,10.7,7.8,9.4,216
3.6,6,11.9,8.2,10.2,235
2.5,4,9.3,7.1,8.3,191
2.5,4,11.0,8.2,9.7,223
3.6,6,12.0,8.6,10.5,242
2.0,4,12.4,9.4,11.1,255
2.0,4,11.1,8.3,9.8,225
2.5,4,13.8,10.2,12.2,281
2.0,4,9.1,7.0,8.1,186
2.0,4,10.2,7.7,9.1,209
2.0,4,7.9,6.9,7.5,173
4.0,6,14.2,11.1,12.8,294
4.0,6,14.2,11.1,12.8,294
3.5,6,11.3,7.5,9.6,221
2.5,4,9.7,6.9,8.4,193
3.5,6,11.0,7.7,9.5,218
2.5,4,5.5,6.0,5.7,131
2.5,4,5.7,6.1,5.9,136
1.8,4,8.6,6.5,7.6,175
1.8,4,7.9,6.1,7.1,163
1.8,4,8.2,6.2,7.3,168
1.8,4,8.3,6.2,7.4,170
1.8,4,7.7,5.6,6.8,156
1.8,4,7.7,6.0,6.9,159
2.7,4,11.7,9.5,10.7,246
3.5,6,12.5,9.3,11.1,255
3.5,6,13.0,9.8,11.6,267
3.5,6,8.6,8.5,8.5,196
3.5,6,8.4,8.3,8.4,193
1.8,4,4.6,4.9,4.7,108
1.5,4,4.5,5.1,4.8,110
1.8,4,5.4,5.8,5.6,129
2.5,4,10.0,7.6,8.9,205
2.5,4,10.5,8.2,9.5,218
2.5,4,10.0,7.6,8.9,205
2.5,4,10.7,8.3,9.6,221
5.7,8,18.8,14.0,16.6,382
3.5,6,13.0,9.5,11.4,262
3.5,6,14.4,10.2,12.5,288
2.7,4,12.2,9.9,11.2,258
2.7,4,11.3,9.5,10.5,242
4.0,6,14.5,11.3,13.1,301
2.7,4,13.1,11.3,12.3,283
2.7,4,12.9,11.5,12.3,283
4.0,6,14.8,11.6,13.4,308
4.0,6,15.3,12.3,14.0,322
4.6,8,15.9,12.3,14.3,329
5.7,8,17.2,12.8,15.2,350
4.6,8,16.9,12.8,15.1,347
5.7,8,18.5,14.2,16.6,382
2.7,4,11.6,9.0,10.4,239
3.5,6,12.5,9.0,10.9,251
2.7,4,11.6,9.2,10.5,242
3.5,6,12.8,9.3,11.3,260
1.5,4,7.8,6.6,7.3,168
1.5,4,7.7,6.3,7.1,163
1.8,4,9.6,7.2,8.5,196
1.8,4,9.9,7.2,8.7,200
2.0,4,10.0,7.9,9.1,209
2.0,4,10.4,7.7,9.2,212
2.0,4,7.6,5.7,6.9,183
2.0,4,7.6,5.7,6.9,184
1.8,4,9.8,7.3,8.7,200
2.0,4,10.3,8.2,9.4,216
2.0,4,10.4,7.7,9.2,212
2.0,4,10.7,7.7,9.3,214
2.0,4,11.4,7.4,9.6,221
3.6,6,13.9,9.3,11.8,271
2.0,4,10.8,7.8,9.5,219
1.8,4,9.3,6.5,8.1,186
1.8,4,9.3,6.4,8.0,184
2.0,4,7.6,5.5,6.5,177
2.0,4,7.8,5.2,6.5,178
2.0,4,9.5,7.2,8.5,196
2.0,4,9.4,6.9,8.3,191
1.8,4,9.4,6.8,8.2,193
1.8,4,9.5,6.6,8.2,189
2.0,4,7.6,5.6,6.7,180
2.0,4,7.6,5.5,6.7,179
1.8,4,9.3,6.3,7.9,182
1.8,4,9.3,6.3,8.0,184
2.0,4,10.4,7.0,8.9,205
2.0,4,9.5,6.9,8.4,193
2.0,4,7.6,5.2,6.5,175
2.0,4,7.6,5.1,6.5,176
2.0,4,10.0,7.3,8.8,202
2.0,4,10.3,7.2,8.9,205
1.4,4,5.6,4.9,5.3,122
1.8,4,9.7,6.6,8.3,191
1.8,4,9.8,6.7,8.4,193
2.0,4,7.8,5.6,6.9,185
2.0,4,7.8,5.3,6.7,182
3.6,6,11.9,8.5,10.4,239
2.0,4,11.5,9.3,10.5,242
2.0,4,13.0,9.0,11.2,258
2.0,4,11.7,9.4,10.7,246
3.6,6,14.1,10.4,12.4,292
3.0,6,11.8,8.1,10.2,277
3.0,6,12.8,8.9,11.0,253
2.0,4,9.8,6.6,8.4,193
2.5,5,11.6,8.2,10.1,232
2.0,4,10.1,7.3,8.9,205
3.0,6,12.9,9.0,11.2,258
2.0,4,9.8,6.6,8.4,193
3.0,6,12.9,9.0,11.2,258
2.0,4,9.8,7.6,8.8,202
2.5,5,11.8,8.5,10.3,237
3.0,6,12.8,8.9,11.0,253
2.0,4,9.8,6.6,8.4,193
2.5,5,11.6,8.2,10.1,232
3.0,6,12.9,9.0,11.2,258
3.2,6,13.1,9.5,11.5,264
2.0,4,9.8,7.6,8.8,202
2.5,5,13.0,9.4,11.4,262
2.0,4,10.7,7.8,9.4,216
3.0,6,13.6,9.9,11.9,274
3.2,6,13.1,9.1,11.3,260
2.0,4,9.8,7.6,8.8,202
3.0,6,13.6,9.9,11.9,274
2.4,4,9.3,6.6,8.1,189
3.5,6,12.7,9.1,11.1,254
3.5,6,12.2,9.1,10.7,251
3.5,6,12.4,8.6,10.7,249
3.5,6,11.9,7.7,10.0,235
3.5,6,8.0,7.5,7.7,180
2.4,4,9.6,6.6,8.3,196
3.5,6,11.2,7.5,9.6,226
1.8,4,9.7,6.9,8.4,197
5.9,12,18.0,12.6,15.6,365
6.0,12,16.8,10.9,14.2,332
6.0,12,17.6,11.4,14.8,346
4.7,8,17.4,11.3,14.7,343
4.7,8,18.1,12.3,15.5,362
4.7,8,17.4,11.3,14.7,343
4.7,8,18.1,12.3,15.5,362
4.7,8,17.4,11.3,14.7,343
4.7,8,18.1,12.3,15.5,362
6.0,12,19.5,12.8,16.5,390
1.8,4,10.0,7.1,8.7,204
2.0,4,9.8,7.2,8.6,201
2.0,4,10.1,7.5,8.9,208
2.0,4,9.9,7.6,8.9,212
2.0,4,11.0,7.8,9.6,224
2.0,4,10.6,7.3,9.1,214
2.0,4,11.2,8.4,9.9,232
2.0,4,11.0,7.8,9.6,224
2.0,4,10.6,7.3,9.1,214
2.0,4,11.3,8.0,9.8,230
2.0,4,10.8,7.3,9.2,211
3.0,6,11.6,7.9,9.9,232
3.0,6,9.4,6.2,7.8,213
3.0,6,11.6,7.9,9.9,232
3.0,6,9.4,6.2,7.8,213
3.0,6,12.6,8.0,10.5,247
4.0,8,12.9,8.0,10.7,249
3.0,6,9.8,6.5,8.4,224
4.0,8,13.1,8.3,10.9,255
6.3,12,17.8,10.8,14.6,344
2.0,4,12.0,8.2,10.3,242
2.0,4,11.9,8.4,10.3,240
2.0,4,12.0,8.5,10.4,244
3.0,6,13.2,9.2,11.4,267
3.0,6,10.2,7.8,9.0,244
2.0,4,9.8,7.9,8.9,209
4.0,8,16.6,9.4,13.3,313
2.0,4,10.1,7.7,9.0,211
3.0,6,13.0,8.5,11.0,257
3.0,6,13.8,9.0,11.7,273
3.0,6,13.0,8.5,11.0,257
3.0,6,13.8,9.0,11.7,273
3.0,6,13.3,9.1,11.4,266
4.0,8,13.3,8.8,11.3,263
4.0,8,13.4,8.8,11.4,265
4.0,8,15.7,9.4,12.8,300
3.0,6,14.1,9.9,12.2,285
2.0,4,10.1,7.8,9.1,209
2.0,4,10.1,7.8,9.1,209
2.0,4,10.3,8.6,9.5,222
4.0,8,16.1,9.4,13.1,307
6.0,12,18.9,11.2,15.4,360
4.0,8,17.7,10.3,14.4,337
6.0,12,19.6,11.7,16.0,375
4.0,8,17.7,10.0,14.2,334
6.0,12,20.3,11.9,16.5,388
6.8,8,21.0,13.1,17.5,408
2.0,4,9.9,6.5,8.4,197
2.0,4,10.7,7.0,9.0,211
2.0,4,10.4,6.8,8.8,207
2.0,4,10.5,6.9,8.9,209
2.0,4,9.9,6.5,8.4,197
2.0,4,10.7,7.0,9.0,211
2.0,4,10.4,6.8,8.8,207
2.0,4,7.7,5.7,6.8,183
2.0,4,7.7,5.7,6.8,183
2.0,4,10.5,6.9,8.9,209
2.0,4,10.5,6.9,8.9,209
2.0,4,10.5,6.9,8.9,209
3.0,6,12.0,7.9,10.2,238
3.0,6,10.9,7.2,9.3,217
3.0,6,11.6,7.8,9.9,231
3.0,6,10.9,7.3,9.3,216
3.0,6,11.9,8.3,10.3,241
2.0,4,10.8,6.7,8.9,211
2.0,4,9.9,6.5,8.4,197
2.0,4,10.7,7.0,9.0,211
2.0,4,10.8,6.7,8.9,211
2.0,4,10.9,6.8,9.0,210
2.0,4,11.3,7.1,9.4,221
2.0,4,10.5,6.9,8.9,209
2.0,4,10.5,6.9,8.9,209
3.0,6,11.8,7.6,9.9,232
3.0,6,11.6,7.7,9.9,232
3.0,6,12.1,8.4,10.5,246
3.0,6,11.9,8.1,10.2,238
3.0,6,12.0,7.9,10.2,238
3.0,6,12.3,8.4,10.5,247
3.0,6,12.0,7.9,10.2,238
2.0,4,10.5,6.9,8.9,209
3.0,6,9.2,6.3,7.9,212
3.0,6,11.9,8.1,10.2,238
3.0,6,13.0,9.1,11.2,263
4.4,8,14.4,9.6,12.3,288
4.4,8,14.3,9.3,12.1,283
3.0,6,11.9,8.1,10.2,238
3.0,6,11.9,8.1,10.2,238
4.4,8,14.3,9.3,12.1,283
4.4,8,14.4,9.6,12.3,288
4.4,8,14.3,9.3,12.1,283
4.4,8,14.3,9.3,12.1,283
4.4,8,14.3,9.3,12.1,283
3.0,6,10.6,7.9,9.4,219
4.4,8,14.3,9.3,12.1,283
3.0,6,11.8,8.8,10.4,244
3.0,6,12.7,9.2,11.1,260
3.0,6,11.6,7.7,9.9,232
3.0,6,11.9,8.6,10.4,245
3.0,6,11.6,7.7,9.9,232
3.0,6,12.1,8.4,10.5,246
3.0,6,12.0,7.9,10.2,238
3.0,6,12.0,7.9,10.2,238
3.0,6,14.1,9.7,12.1,284
3.0,6,13.7,9.0,11.6,271
3.0,6,14.2,9.6,12.1,282
3.0,6,14.1,9.0,11.8,278
3.0,6,14.1,9.7,12.1,284
3.0,6,13.7,9.0,11.6,271
4.4,8,17.3,11.5,14.7,344
4.4,8,16.1,10.9,13.7,321
4.4,8,17.3,11.5,14.7,344
4.4,8,16.1,10.9,13.7,321
4.4,8,17.3,11.5,14.7,344
4.4,8,16.1,10.9,13.7,321
4.4,8,17.3,11.5,14.7,344
4.4,8,16.1,10.9,13.7,321
2.0,4,10.7,7.4,9.2,215
2.0,4,8.6,6.9,7.9,211
2.0,4,11.1,8.4,9.9,231
3.0,6,12.7,8.8,10.9,257
3.0,6,12.8,9.5,11.3,264
2.0,4,11.7,8.4,10.2,238
3.0,6,12.7,8.8,10.9,257
4.4,8,16.6,12.1,14.6,343
3.0,6,10.0,7.6,8.9,233
3.0,6,13.0,9.7,11.5,269
4.4,8,15.7,11.4,13.8,322
4.4,8,16.6,12.1,14.6,343
3.0,6,13.0,9.7,11.5,269
4.4,8,15.7,11.4,13.8,322
2.0,4,10.7,7.1,9.1,212
2.0,4,10.7,7.0,9.0,211
3.0,6,13.7,10.0,12.1,282
3.0,6,13.7,10.0,12.1,282
3.6,6,15.8,10.6,13.4,315
3.6,6,16.1,10.8,13.7,323
1.4,4,9.5,7.2,8.5,199
1.4,4,10.2,8.0,9.2,215
1.4,4,8.5,6.9,7.8,182
1.4,4,8.9,7.4,8.2,192
2.0,4,11.8,9.1,10.6,248
3.6,6,13.7,8.6,11.4,268
3.6,6,18.7,12.4,15.8,260
2.4,4,9.6,6.5,8.2,193
3.6,6,13.8,9.0,11.7,274
3.6,6,18.5,12.5,15.8,263
2.0,4,11.4,7.9,9.8,231
2.0,4,11.6,7.6,9.8,230
2.4,4,9.6,6.5,8.2,193
2.0,4,12.4,8.7,10.7,252
2.0,4,11.4,7.9,9.8,231
2.0,4,11.6,7.6,9.8,230
2.4,4,11.3,7.4,9.6,224
2.0,4,10.5,7.6,9.2,215
2.0,4,12.0,8.1,10.3,240
2.5,4,10.6,7.3,9.1,214
3.6,6,11.6,7.9,9.9,233
2.0,4,10.8,7.8,9.4,221
3.6,6,12.2,8.5,10.5,247
3.6,6,14.7,9.8,12.5,293
3.6,6,14.2,10.2,12.4,289
2.0,4,11.0,7.6,9.5,222
3.0,6,13.0,9.0,11.2,263
3.6,6,12.8,8.7,11.0,257
2.0,4,11.0,7.6,9.5,221
3.6,6,11.6,7.9,9.9,233
2.0,4,11.2,8.1,9.8,229
3.6,6,12.2,8.5,10.5,247
3.6,6,14.7,9.8,12.5,293
6.2,8,16.6,11.1,14.1,332
6.2,8,16.0,11.2,13.9,325
3.6,6,14.2,9.8,12.3,287
3.6,6,14.8,10.4,12.8,300
3.6,6,13.6,8.6,11.3,263
3.6,6,13.9,8.9,11.6,273
3.6,6,15.0,10.2,12.8,302
2.0,4,10.9,7.5,9.3,218
2.0,4,11.4,7.9,9.8,229
3.6,6,12.3,8.5,10.6,248
3.6,6,13.2,8.7,11.2,261
6.2,8,14.2,8.4,11.6,272
6.2,8,14.3,9.4,12.1,284
2.0,4,9.7,9.0,9.4,220
2.5,4,11.9,8.9,10.5,247
2.5,4,12.2,9.1,10.8,253
2.8,4,10.8,7.7,9.4,252
3.6,6,13.0,9.2,11.3,265
2.5,4,12.7,9.6,11.3,265
2.8,4,12.0,8.2,10.3,277
3.6,6,13.6,9.9,11.9,279
6.2,8,14.6,8.1,11.7,275
6.2,8,13.7,8.2,11.2,263
6.2,8,17.7,10.2,14.3,335
6.2,8,15.7,10.6,13.4,313
1.4,4,7.8,5.6,6.8,159
1.4,4,8.2,5.8,7.1,167
1.4,4,7.8,5.9,6.9,160
1.4,4,9.1,6.3,7.8,184
1.4,4,9.0,6.2,7.8,182
1.8,4,10.5,6.8,8.8,207
1.8,4,9.4,6.6,8.1,190
1.4,4,9.0,6.1,7.7,181
1.4,4,8.4,5.6,7.1,167
2.4,4,10.5,7.3,9.1,214
3.6,6,14.2,9.5,12.1,285
2.4,4,10.5,7.3,9.1,214
2.4,4,15.6,10.8,13.4,221
2.4,4,11.5,8.2,10.0,235
3.6,6,14.9,10.1,12.8,300
2.4,4,11.5,8.2,10.0,235
2.4,4,16.3,11.6,14.2,236
6.0,8,22.0,14.9,18.8,441
6.0,8,23.0,16.0,19.8,465
2.5,4,10.6,7.5,9.2,215
3.6,6,12.5,8.2,10.6,248
3.6,6,17.0,11.5,14.5,239
3.6,6,13.9,9.3,11.9,272
3.6,6,15.2,9.5,12.7,213
1.5,4,8.7,6.3,7.6,179
2.0,4,10.6,7.1,9.0,211
2.5,4,10.0,7.0,8.6,202
1.8,4,5.0,5.1,5.1,122
5.3,8,14.6,10.4,12.7,298
6.2,8,16.1,11.4,14.0,328
4.3,6,13.5,10.0,11.9,280
4.3,6,19.3,14.4,17.1,284
5.3,8,14.6,10.4,12.7,298
5.3,8,19.9,14.0,17.2,286
5.3,8,15.0,10.7,13.1,307
6.2,8,16.3,11.6,14.2,332
4.3,6,14.2,10.7,12.6,296
4.3,6,20.3,15.3,18.1,301
5.3,8,15.0,10.7,13.1,306
5.3,8,20.5,14.4,17.8,295
5.3,8,14.4,11.2,13.0,304
1.4,4,9.0,6.8,8.0,188
1.4,4,8.5,6.2,7.5,175
1.8,4,9.6,6.7,8.3,195
1.8,4,9.0,6.8,8.0,187
1.4,4,9.5,7.1,8.4,195
1.4,4,8.9,7.0,8.0,189
1.4,4,9.0,6.8,8.0,188
1.4,4,8.5,6.2,7.5,175
1.8,4,9.6,6.7,8.3,195
1.8,4,9.0,6.8,8.0,187
1.4,4,9.5,7.1,8.4,195
1.4,4,8.9,7.0,8.0,189
1.4,4,7.6,5.7,6.7,157
1.4,4,7.8,5.8,6.9,162
5.3,8,15.1,10.4,13.0,304
5.3,8,15.1,10.4,13.0,304
5.3,8,20.5,14.0,17.6,288
5.3,8,15.4,10.8,13.3,312
5.3,8,15.4,10.8,13.3,312
5.3,8,22.2,15.3,19.1,317
5.3,8,15.1,10.4,13.0,304
5.3,8,15.1,10.4,13.0,304
5.3,8,20.5,14.0,17.6,288
5.3,8,15.2,10.8,13.2,310
5.3,8,15.2,10.8,13.2,310
5.3,8,20.9,14.5,18.0,300
3.6,6,15.8,10.6,13.4,315
3.6,6,16.1,10.8,13.7,323
1.4,4,9.2,7.0,8.2,193
1.4,4,9.1,6.9,8.1,190
1.4,4,9.7,7.6,8.7,205
2.4,4,10.2,6.4,8.5,198
2.4,4,13.6,8.5,11.3,186
3.6,6,12.4,7.5,10.2,239
3.6,6,16.5,10.1,13.6,225
3.6,6,12.8,8.1,10.7,250
3.6,6,16.9,10.8,14.1,232
3.6,6,12.4,7.7,10.3,240
3.6,6,12.4,7.7,10.3,240
3.6,6,16.8,10.3,13.9,229
5.7,8,14.8,9.3,12.3,289
3.6,6,12.8,8.6,10.9,257
3.6,6,12.8,8.6,10.9,257
3.6,6,17.3,11.7,14.8,243
3.6,6,14.1,9.5,12.0,282
3.6,6,19.7,13.3,16.8,279
3.6,6,12.4,7.8,10.3,242
5.7,8,15.6,10.0,13.1,307
6.4,8,16.8,10.4,13.9,326
5.7,8,14.8,9.3,12.3,289
6.4,8,15.7,9.5,12.9,302
6.4,8,16.8,10.4,13.9,326
6.4,8,15.7,9.5,12.9,302
6.2,8,17.6,10.7,14.5,339
6.2,8,18.1,11.4,15.1,353
3.6,6,13.7,8.9,11.5,271
3.6,6,12.4,7.7,10.3,240
3.6,6,13.7,8.9,11.5,271
3.6,6,18.7,12.4,15.9,264
3.6,6,12.4,7.7,10.3,240
3.6,6,16.8,10.3,13.9,229
5.7,8,15.7,9.6,12.9,302
5.7,8,14.8,9.3,12.3,289
6.4,8,15.7,9.5,12.9,302
3.6,6,12.8,8.6,10.9,257
3.6,6,12.8,8.6,10.9,257
3.6,6,17.3,11.7,14.8,243
5.7,8,16.1,10.0,13.4,313
6.4,8,15.7,9.5,12.9,302
6.2,8,17.6,10.7,14.5,339
2.0,4,9.4,6.5,8.1,189
2.4,4,10.1,6.8,8.6,202
2.4,4,10.5,6.7,8.8,205
2.0,4,9.9,7.0,8.6,201
2.0,4,13.3,9.3,11.5,187
2.4,4,10.6,7.5,9.2,215
2.4,4,10.2,7.0,8.8,207
1.4,4,8.4,5.9,7.3,171
1.4,4,8.5,5.8,7.3,171
3.6,6,12.8,9.5,11.3,265
5.7,8,16.7,10.7,14.0,329
3.6,6,13.7,9.4,11.8,276
3.6,6,19.2,13.1,16.4,269
2.4,4,12.7,9.1,11.1,260
3.6,6,14.2,9.4,12.1,283
3.6,6,18.9,12.9,16.2,270
3.6,6,14.5,9.9,12.4,292
8.4,10,19.2,11.3,15.6,364
1.4,4,8.7,6.9,7.9,183
1.4,4,7.9,6.3,7.2,168
1.4,4,8.7,6.9,7.9,183
1.4,4,7.6,5.9,6.8,160
1.4,4,9.6,7.3,8.6,200
1.4,4,8.5,6.9,7.8,183
1.4,4,9.6,7.3,8.6,200
1.4,4,8.5,6.9,7.8,183
1.4,4,9.6,7.3,8.6,200
1.4,4,8.5,6.9,7.8,183
1.4,4,10.6,7.8,9.4,218
1.4,4,9.9,7.2,8.7,203
1.4,4,9.3,7.1,8.3,194
1.4,4,9.5,6.9,8.3,194
2.4,4,10.6,7.6,9.3,217
2.4,4,11.0,7.9,9.6,224
2.0,4,5.6,6.4,6.0,140
2.0,4,11.5,7.8,9.8,231
2.0,4,11.3,7.9,9.8,228
3.5,6,13.4,9.0,11.4,268
2.0,4,11.8,8.4,10.3,240
2.7,6,13.6,9.8,11.9,278
3.5,6,13.7,9.6,11.8,278
1.6,4,10.1,7.4,8.9,208
2.0,4,10.9,7.9,9.6,224
2.5,4,10.9,7.6,9.4,220
1.6,4,10.5,7.9,9.4,220
2.0,4,11.4,8.4,10.0,236
3.5,6,16.2,11.9,14.3,334
3.5,6,16.4,12.1,14.4,338
2.3,4,12.6,8.5,10.8,253
3.5,6,13.9,9.6,12.0,280
3.5,6,18.7,12.9,16.1,264
2.3,4,13.1,9.1,11.3,265
3.5,6,14.9,10.7,13.0,305
3.5,6,14.4,10.4,12.6,295
3.5,6,19.7,14.1,17.2,282
2.7,6,12.3,9.2,10.9,256
3.5,6,13.5,9.8,11.9,278
2.7,6,13.1,9.8,11.2,263
3.5,6,14.7,10.7,12.9,303
3.5,6,13.2,9.6,11.6,272
3.5,6,17.9,13.0,15.7,261
5.0,8,15.3,10.6,13.2,309
5.0,8,20.6,14.3,17.8,292
5.0,8,16.8,11.8,14.5,341
5.0,8,20.6,14.3,17.8,293
2.7,6,13.1,10.1,11.7,275
3.5,6,14.7,10.7,12.9,303
2.7,6,13.3,10.7,12.3,288
3.5,6,15.6,11.7,13.8,324
3.5,6,14.0,10.6,12.5,292
3.5,6,19.1,14.3,16.9,278
5.0,8,16.0,11.3,13.8,324
5.0,8,21.6,15.1,18.7,306
5.0,8,16.8,12.4,14.8,347
5.0,8,21.8,15.3,18.8,310
1.6,4,8.7,6.4,7.6,180
1.6,4,8.5,6.5,7.6,179
1.0,3,7.5,5.5,6.6,153
1.6,4,9.0,7.1,8.1,191
3.5,6,14.7,10.2,12.7,298
3.5,6,14.7,10.7,12.9,303
3.5,6,15.7,11.2,13.7,322
1.0,3,8.5,5.9,7.3,171
1.0,3,7.8,5.7,6.8,160
2.0,4,8.9,6.0,7.6,178
2.0,4,11.9,8.3,10.3,170
2.0,4,9.0,6.2,7.8,183
2.0,4,12.1,8.6,10.5,175
2.0,4,9.2,6.6,8.0,188
2.0,4,12.3,8.9,10.8,179
2.3,4,12.1,9.3,10.9,255
2.0,4,10.5,7.7,9.2,217
1.5,4,9.9,6.5,8.4,197
1.5,4,9.4,6.3,8.0,188
2.0,4,10.5,7.0,8.9,210
2.5,4,10.5,6.9,8.9,209
2.0,4,10.8,7.5,9.3,220
2.0,4,5.4,5.7,5.5,130
2.3,4,11.0,7.4,9.4,219
2.3,4,10.6,7.6,9.2,217
3.7,6,12.6,8.5,10.7,253
3.7,6,13.6,8.4,11.2,264
5.0,8,14.9,9.5,12.4,292
5.0,8,15.5,9.4,12.7,298
2.3,4,11.6,8.0,10.0,234
5.0,8,15.4,10.0,13.0,304
5.2,8,16.9,11.0,14.2,334
3.5,6,16.1,12.7,14.6,342
3.7,6,16.8,13.2,15.2,356
3.7,6,23.1,18.6,21.0,345
2.0,4,11.8,8.1,10.1,237
3.5,6,13.1,8.7,11.1,260
3.5,6,17.6,11.6,14.9,248
3.5,6,14.7,9.8,12.5,293
3.5,6,13.6,9.8,12.4,291
3.5,6,18.7,13.3,16.3,271
1.6,4,10.8,8.0,9.5,223
2.5,4,11.9,8.6,10.4,243
2.5,4,11.9,8.6,10.4,243
2.5,4,16.1,11.8,14.2,233
2.5,4,12.4,8.7,10.7,252
2.5,4,12.4,8.7,10.7,252
2.5,4,16.8,12.0,14.6,240
2.5,4,12.4,8.7,10.7,252
2.5,4,12.4,8.7,10.7,252
2.5,4,16.8,12.0,14.6,240
3.6,6,15.8,10.6,13.4,315
3.6,6,16.1,10.8,13.7,323
2.5,4,11.9,8.9,10.5,247
2.5,4,12.2,9.1,10.8,253
2.8,4,10.8,7.7,9.4,252
3.6,6,13.0,9.2,11.3,265
2.5,4,12.7,9.6,11.3,265
2.8,4,12.0,8.2,10.3,277
3.6,6,13.6,9.9,11.9,279
6.0,8,22.0,14.9,18.8,441
6.0,8,23.0,16.0,19.8,465
5.3,8,14.6,10.4,12.7,298
6.2,8,16.1,11.4,14.0,327
4.3,6,13.5,10.0,11.9,280
4.3,6,19.3,14.4,17.1,284
5.3,8,14.6,10.4,12.7,298
5.3,8,19.9,14.0,17.2,286
5.3,8,15.0,10.7,13.1,307
6.2,8,16.3,11.6,14.2,332
4.3,6,14.2,10.7,12.6,296
4.3,6,20.3,15.3,18.1,301
5.3,8,15.0,10.7,13.1,306
5.3,8,20.5,14.4,17.8,295
5.3,8,14.4,11.2,13.0,304
2.4,4,10.5,7.3,9.1,214
3.6,6,14.2,9.5,12.1,285
2.4,4,10.5,7.3,9.1,214
2.4,4,15.6,10.8,13.4,221
2.4,4,11.5,8.2,10.0,235
3.6,6,14.9,10.1,12.8,300
5.3,8,15.1,10.4,13.0,304
5.3,8,15.1,10.4,13.0,304
5.3,8,20.5,14.0,17.6,288
5.3,8,15.2,10.8,13.2,310
6.2,8,15.9,11.1,13.8,323
5.3,8,15.2,10.8,13.2,310
5.3,8,20.9,14.5,18.0,300
5.3,8,15.1,10.4,13.0,304
5.3,8,15.1,10.4,13.0,304
5.3,8,20.5,14.0,17.6,288
5.3,8,15.4,10.8,13.3,312
6.2,8,16.4,11.7,14.3,334
5.3,8,15.4,10.8,13.3,312
5.3,8,22.2,15.3,19.1,317
2.4,4,10.3,7.2,8.9,207
3.5,6,11.4,7.3,9.5,223
3.5,6,12.9,8.3,10.9,253
2.4,4,8.6,6.4,7.6,177
3.5,6,11.3,7.0,9.4,219
2.4,4,9.1,6.8,8.0,187
1.5,4,7.5,5.6,6.7,155
2.0,4,7.8,5.8,6.9,162
2.0,4,8.9,6.1,7.7,179
1.5,4,7.6,5.5,6.7,157
2.0,4,7.8,5.8,6.9,162
2.0,4,8.8,5.9,7.5,176
2.4,4,8.8,6.9,7.9,186
2.4,4,9.5,7.5,8.6,202
1.5,4,7.0,6.4,6.8,157
1.5,4,7.9,6.5,7.3,169
1.5,4,7.0,5.7,6.4,150
1.5,4,7.3,6.1,6.8,158
1.5,4,8.1,6.4,7.3,171
1.8,4,8.3,6.7,7.6,177
1.8,4,8.3,6.7,7.6,177
1.8,4,9.3,7.0,8.3,193
1.8,4,8.8,7.2,8.1,190
1.8,4,8.8,7.2,8.1,190
3.5,6,12.3,8.5,10.6,250
3.5,6,12.4,8.8,10.8,253
3.5,6,13.0,9.3,11.3,265
3.5,6,12.4,9.3,11.0,257
1.6,4,8.9,6.3,7.7,179
1.6,4,8.7,6.3,7.6,176
1.8,4,8.5,6.3,7.5,176
1.8,4,8.8,6.4,7.7,180
2.0,4,9.7,6.7,8.3,194
2.0,4,9.8,7.0,8.5,198
2.0,4,9.8,7.2,8.6,203
2.0,4,9.8,7.1,8.6,202
5.0,8,15.8,10.2,13.3,312
3.8,6,14.4,9.4,12.1,285
5.0,8,17.3,10.5,14.2,332
3.8,6,14.4,9.5,12.2,284
3.8,6,14.1,9.6,12.1,283
3.3,6,12.9,9.4,11.3,265
3.3,6,13.0,9.7,11.5,269
2.4,4,11.7,8.7,10.3,239
2.0,4,12.9,9.7,11.5,266
2.4,4,12.5,9.3,11.1,257
3.3,6,13.9,10.8,12.5,295
2.0,4,10.4,7.4,9.1,214
2.4,4,9.4,6.5,8.1,191
2.4,4,10.0,7.0,8.6,204
2.0,4,5.9,5.3,5.6,133
2.0,4,6.0,5.5,5.8,136
2.0,4,10.1,7.6,9.0,211
1.6,4,9.9,8.4,9.2,219
2.0,4,11.0,9.0,10.1,240
1.6,4,8.3,6.5,7.5,177
1.6,4,8.8,6.7,7.8,186
1.6,4,8.9,7.1,8.1,191
1.6,4,9.4,7.0,8.3,197
2.0,4,10.2,7.7,9.1,214
3.0,6,12.1,8.1,10.3,242
2.0,4,10.6,8.4,9.6,226
3.0,6,12.3,8.5,10.6,249
3.0,6,12.9,9.0,11.1,262
3.0,6,11.8,8.8,10.5,247
3.0,6,12.3,9.1,10.8,256
3.5,6,8.4,6.9,7.7,181
3.5,6,8.7,7.6,8.2,193
3.7,6,13.2,9.7,11.6,274
5.6,8,14.9,10.2,12.8,300
3.5,6,8.0,6.9,7.5,177
3.7,6,13.7,9.7,11.9,279
3.5,6,11.8,8.5,10.3,242
3.5,6,12.2,8.9,10.7,252
2.5,4,8.9,8.4,8.7,204
3.7,6,14.5,10.7,12.8,301
5.6,8,17.4,12.2,15.1,354
3.0,6,12.1,8.5,10.5,246
3.0,6,14.9,9.8,12.6,296
